name,photo_1,description_long,description_short,neighborhood,source1,source2,source_article1,source_article2,category,picture_cred
Hickory Clay,https://secretsanfrancisco.com/wp-content/uploads/2023/03/hickory-ceramics.png,Hickory Clay is a beautiful luminous studio in the Mission District designed with ergonomics and comfort in mind. Students can work with unlimited clay in these 8-week ceramics classes for $400. You can sign up for both hand building and wheel throwing courses or try a specialty course with projects like making your own board game and learning gold luster application.,Pottery Studio,Mission,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

Clayroom,https://secretsanfrancisco.com/wp-content/uploads/2023/03/clayroom.png,"Clayroom has two locations: the original 7,000 square-foot studio in Potrero with 53 wheels and 7 kilns, and the SoMa studio which also includes a woodworking area. Students can sign up for 1-day classes ($105) to dabble in wheel throwing or a 6-week course ($355 with open studio time included) to arrive at a finished project. If you want to get in and out with a finish project, the one-time woodworking classes are also worth looking into.",Pottery Studio,SoMa,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

Dusted and Blue,https://secretsanfrancisco.com/wp-content/uploads/2023/03/dusted-and-blue.jpg,"Enjoy intimate 7-person wheel throwing classes at this cozy studio in Chinatown. The $385 classes are 6 weeks long and sell out quickly, but keep an eye on their website because the small class size makes for excellent personalized instruction and a friendly environment. The beautiful and peaceful studio also features a small shop where you can purchase pieces made by owner Sam Lee.",Pottery Studio,Chinatown,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

SMAart,https://secretsanfrancisco.com/wp-content/uploads/2023/03/smaart.jpg,"Steven M. Allen founded this gallery and studio in 2012 and it’s since expanded to 3 total locations. Their $89 1-day option allows you to create up to 3 pieces which the instructor will later trim, glaze, and fire for you to pick up at a later date. You can also do a prepaid pack of 4, 6, or 8 1-day classes that come to 30% savings on the full-price 1-day fee. Of course, there’s also a 6-week option (open studio time included) which will run you $320.",Pottery Studio,Mission,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

Wheelhouse Clay Studio,https://secretsanfrancisco.com/wp-content/uploads/2023/03/wheelhouse.jpg,"Here’s a beautiful and spacious studio where you’ll find a collective of artists that give fantastic wheel and hand-building classes. 6-week classes come to $495 with open studio time included, but you can also try a one-time “Clay Play” class for $120. All classes are suitable for adults and teens over 15.",Pottery Studio,Haight-Ashbury,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

The Pottery Studio,https://secretsanfrancisco.com/wp-content/uploads/2023/03/pottery-studio.jpg,"This large, high-ceilinged studio is one of half a dozen others in California. Guests can check out various classes and workshops for both hand-building and wheel-throwing, coming out to $225 for 4 weeks. Classes include the basics of wheel throwing as well as instruction on how to use a slab roller and extruder.",Pottery Studio,Mission,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

Brick and Mortar Studios,https://secretsanfrancisco.com/wp-content/uploads/2023/03/brick-and-mortar.jpg,"This woman-owned, community-funded Central Richmond studio fosters a fun and friendly environment. Learn the basics of wheel throwing with a one-time class for $95 or a 6-week course for $400. Be sure to check out their weekend workshops ranging from $175-250, which teach special skills such as making your own underglaze, sculptural hand-building, and other special techniques.",Pottery Studio,Inner Richmond,Secret,,10 Excellent Pottery Studios Offering Classes In San Francisco,,art,

Body Philosophy Club,https://secretsanfrancisco.com/wp-content/uploads/2022/07/213783906_856565961624594_7633946884140516520_n-1.jpg,"This little vintage shop specializes in sourcing clothes from a 50-mile radius of SF with a focus on natural fibers, with some exceptions for amazing polyesters. B.P.C. was started as an exploration of how we respond to being clothed and how the right clothing can help us feel more comfortable in our own bodies.",Vintage Clothing Store,Inner Sunset,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

No Shop,https://secretsanfrancisco.com/wp-content/uploads/2022/07/NO-shop.jpg,"No is a small but mighty vintage clothing shop, featuring lots of great basics, denim, oversized jackets, and tons of plants that give it a cool loft apartment vibe. No’s highly curated and fairly priced offerings feature lots of bright colors and patterns, ranging from classics to more eccentric looks.",Vintage Clothing Store,Mission,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

ReLove,https://secretsanfrancisco.com/wp-content/uploads/2022/07/286385006_581457813297352_6147899461033872314_n-1.jpg,"ReLove is a re-sale boutique with a motto of “more style, less waste”. They stand against the excess consumption of poorly made clothing, encouraging you to buy quality pieces that make you, and the environment, feel good. Here, you’ll find a curated mix of vintage, designer, and independent labels. They pride themselves on getting to know their customers personally and gently pushing you beyond your style limits.",Vintage Clothing Store,Polk Gulch,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Vacation,https://secretsanfrancisco.com/wp-content/uploads/2022/07/274549992_537137987540296_144148110788368460_n-1.jpg,"Vacation is famous for its exquisite clothes, effortless indie vibe, and history of hosting live music. Vacation is fun! Their colorful and beautifully styled location in North Beach is worth the visit alone. You might come across a ‘70s Halston gown, a ‘40s swimsuit (made famous by Marylin Monroe), or a vintage Bob Dylan t-shirt.",Vintage Clothing Store,North Beach,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Afterlife Collective,https://secretsanfrancisco.com/wp-content/uploads/2022/07/Afterlife.jpg,"Located in the heart of the Mission District, Afterlife is cool and casual with a huge stock of tees, denim, jewelry, and more from an expanding team of vintage clothing vendors.",Vintage Clothing Store,Mission,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Chameleon Vintage,https://secretsanfrancisco.com/wp-content/uploads/2022/07/328047589_929633965065838_2478036077041958431_n-2.jpg,"Every vintage shop has a specialty and Chameleon’s is Japanese fashion and fashion general through a Japanese lens. 50% of their stock comes directly from Japan and the rest is sourced from across the Bay Area. In their Japantown, you might find a vintage kimono alongside a Ben Davis jacket or Comme des Garçons tee. The owner and entire staff are SF born and raised and take pride in how they reflect SF fashion. Chameleon is absolutely worth a visit.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

WORK Vintage,https://secretsanfrancisco.com/wp-content/uploads/2022/07/319529766_101297176149708_3979351145525796134_n.jpg,"As a sister shop to Vacation Vintage, WORK is a vintage showroom that features 10+ vintage sellers that previously sold online only. This unique shop gives shoppers a chance to browse clothes that reflect a variety of styles and perspectives on vintage. Sellers rotate out every 3 months, keeping the racks fresh and giving new sellers a chance to grow. While Vacation focuses mainly on Women’s fashion, WORK is a fairly even split.",Vintage Clothing Store,North Beach,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Relic Vintage,https://secretsanfrancisco.com/wp-content/uploads/2022/07/Relic.jpg,"Focused on’20s-’60s fashion, this high-end vintage clothing shop prides itself on head-to-toe era-specific styling. Relic also has a wealth of experience with vintage fabrics offering repair and tailoring along with their extensive vintage collection.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Held Over,https://secretsanfrancisco.com/wp-content/uploads/2022/07/Held-Over.jpg,"Held Over sets itself apart with a strong focus on vintage European fashion, along with substantial American classic vintage offerings. Broken down into refreshingly specific sections like “1960s formal,” “1980s Prom,” or just “Long and Groovy,” the racks are easy to navigate. They’ve been in business since the ’70s and are one of the oldest vintage stores in SF.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Indigo Vintage Cooperative,https://secretsanfrancisco.com/wp-content/uploads/2022/07/Indigo-SF.jpg,"As a vintage clothing cooperative, each rack at Indigo is managed and curated by a different collector representing a unique perspective on vintage. Some focus on styles like western wear or streetwear, while other racks focus on specific decades and eras. The staff has a discerning eye for style and trend, and the clothes reflect this careful curation.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Trove,https://secretsanfrancisco.com/wp-content/uploads/2022/07/trove.jpg,"Specializing in vintage t-shirts, Trove is passionate about supporting local artists and has created a welcoming space with a casual clubhouse vibe. Trove has a wealth of Grateful Dead shirts along with nostalgic sports, television/film, and rare band tees that can range from $7 to $300+. Serious collectors and casual shoppers are equally at home here.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

General Store,https://secretsanfrancisco.com/wp-content/uploads/2022/07/GEneral-Store.jpg,"With shops in LA and SF, General Store seamlessly blends vintage and modern fashion and home goods with a focus on thoughtful, functional design. Their Ocean Beach shop is a warm and welcoming gathering place for anyone who wanders in. Curated, minimalist, and ever-evolving.",Vintage Clothing Store,Outer Sunset,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Blue Bin Vintage,https://secretsanfrancisco.com/wp-content/uploads/2022/07/290247456_1070733370206030_834658005451357987_n-1.jpg,"One of the newest vintage shops on Haight St, Blue Bin features plenty of classic ’60s-’80s vintage, but with a heavy focus on ’90s and ’00s style. Comfy couches, ’90s hip hop, and a Space Jam-era Michael Jordan poster, help to set the ’90s mood. Clothes are organized by era to give you the ability to pinpoint a style and vibe that they can relate to. Whether it’s ‘69 or Y2K.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Sui Generis Consignment,https://secretsanfrancisco.com/wp-content/uploads/2022/07/285011143_718807565973816_8512009048777916869_n-1.jpg,"Located in the Castro District, Sui Generis offers designer consignment, featuring classic designers like Louis Vuitton, Comme des Garcons, Prada, Gucci, and more. The pieces that they choose to showcase are exquisite, fashionable, and decidedly high-end. They feature a blend of exceptional vintage and emerging designers.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Love Street Vintage,https://secretsanfrancisco.com/wp-content/uploads/2022/07/280159092_1197374324367911_3907729800527122964_n-1.jpg,"This former Haight-Ashbury vintage shop moved to a decidedly less hectic corner in the Richmond District a few years ago. They have a knack for vintage Western/Southwest looks, with plenty of stunning vintage pieces from across the globe.",Vintage Clothing Store,Richmond,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,

Decades of Fashion,https://secretsanfrancisco.com/wp-content/uploads/2022/07/decades.jpg,"You could easily, and understandably, mistake this business for a fashion museum. Decades of Fashion prides itself on “100 years of fashion,” stretching from the 1890s to the 1980s. Whether you’re in need of a retro look for a themed party or are simply a vintage fashion enthusiast, you’ll find something that suits you.",Vintage Clothing Store,Haight-Ashbury,Secret,,16 Gorgeous Vintage Clothing Shops in SF,,art,
